title,date,paragraph,source
北約預測俄烏戰爭將持續多年！即使全球經濟付出高昂代價,2022-06-20 15:35,俄羅斯對烏克蘭的入侵即將邁入第五個月。戰爭初期，俄軍未能推翻哲連斯基政府或攻占首都基輔，俄軍隨後調整目標，現在正試圖全面控制烏克蘭東部地區。西方深知俄羅斯併吞烏克蘭領土後將帶來巨大地緣政治風險，美國與盟邦正準備應對長期衝突對世界經濟的衝擊，同時增加對基輔的軍事援助以阻止俄羅斯獲勝。 《華盛頓郵報》（Washington Post） ，現任芝加哥全球事務委員會主席、前美國駐北約大使達爾德（Ivo Daalder）表示，戰場僵局讓美國面臨著嚴峻選擇：繼續幫助烏克蘭維持血腥的現狀，並讓全球經濟面臨毀滅性的後果；或者停止支持烏克蘭，讓莫斯科佔上風。他解釋：「後者意味著直接將烏克蘭餵給狼群，沒有人準備這麼做。」 談判達成共識的前景似乎遙遙無期，普京也似乎並沒有被西方的反對架勢嚇倒。有分析認為，普京可能會在佔領整個頓巴斯地區之後提出停火協議，以鞏固對烏克蘭部分領土的控制。許多專家也認為，這場戰爭很可能會演變成一場強度較低的衝突，或者像南北韓那樣，雙方在停戰協議中停止交火，但一直不曾正式結束戰爭，國土之間形成高度軍事化的邊界，偶爾還會爆發零星衝突。 歐美各國正展現其確保烏克蘭能在頓巴斯激烈戰鬥中倖存的決心。上周，美國總統拜登（Joe Biden）宣布向烏克蘭追加10億美元（新台幣300億元）軍援。在 美國國防部長奧斯丁（Lloyd Austin）在烏克蘭防禦聯絡組會議上表示，目前是俄烏「戰場的關鍵時刻」，西方盟國已經做了很多努力，但仍需要致力採取更多行動，幫助烏克蘭抵抗俄羅斯入侵，以向莫斯科證明「強權不等於公理」。 相關報導,storm.mg
俄烏戰爭》俄羅斯為什麼要攻打烏克蘭？他列12點拆解背後原因,2022-05-18 06:02,許多人好奇，為什麼俄羅斯非得入侵烏克蘭？以下簡易說明原因，以理解俄國侵略烏克蘭的動機與時機： 2. 俄國永遠都在想盡辦法取得不凍港。除了東北亞從滿州取得的海參威能直接出海，東北歐的聖彼得堡只能進入波羅的海，受制於丹麥。而烏克蘭的克里米亞半島，雖然出海仍受制於土耳其的海峽和埃及的蘇彞士運河，但中亞地區到西亞的土耳其是俄國勢力範圍，所以 2014 的戰爭起火點在克里米亞半島。 3. 對一個想要擴張、想要恢復榮光的強權，勢力範圍被縮限就視為直接威脅。中國 2017 年開始抵制韓國，正是因為美軍主導的薩德反導彈系統部署在韓國境內。生活在自由世界的我們要提醒自己：政治因素在專制國家的決策重要性，遠大於經濟和民生。 5. 德國納粹侵略東歐的心態是：為德國人民爭取生活空間（Lebensraum）。這是把東歐大平原視為殖民地的概念，如入無主之土。 氣候溫暖的烏克蘭，一向是東歐糧倉，在德俄瓜分東歐時就是沃土。所有傷害他人的行為，前驅的自我合理化都意在把對方非人化。嘴上說斯拉夫民族的小兄弟，但其實是把烏克蘭視為一整塊資源。一旦侵略成功、納入國土或勢力範圍，就成為被中央剝削的邊疆。蘇聯時期，烏克蘭的糧食被俄羅斯徵收，饑荒死亡人數三千萬，烏克蘭人至今憎恨俄國統治。 6. 史達林時代經濟窮窘，饑荒致死的人比戰爭還多，但史達林至今在俄國人心中是偉大俄國人之首。因為俄羅斯作為蘇聯、共產國際的領袖，滿足了俄國的大國夢。民族主義達成的內部團結和政治領袖，往往需要以榮光來維繫支持度。但如果內政和經濟成效不彰，大國政治人物維持支持度的手段往往落在外交上，例如美國總統往往靠訪外行程提升人民好感，因為大國在外交上容易動輒得咎。俄國在此前外交也受挫，因為北約擴張，失面子的就是北約所圍堵的俄國。相較於其他超級強權，俄國人口數遠不如中國、經濟體量遠不如美國，俄國最容易取得上風的領域，除了天然資源，一直都是戰爭。 相關報導,storm.mg
俄烏戰爭最大受益者是他！提升國家全球地位 - 風傳媒,2022-06-08 19:00,俄羅斯侵略烏克蘭戰爭自2月24日爆發以來，對全球地緣政治、軍事安全、貿易經濟造成劇烈衝擊。美國智庫「蘭德公司」資深國防分析師葛羅斯曼指出，至今仍堅守中立路線的印度，無疑是這場戰事的受惠者之一。戰事爆發後，美國、中國、俄羅斯等強權皆對印度百般討好，促使其國際地位躍升，並加速國際社會邁向「多極體系」的腳步。 相關報導,storm.mg
華爾街日報》俄烏戰爭打斷中美能源貿易，中國天然氣採購「棄 ...,2022-06-27 11:00,去年的這個時候，中國正緊鑼密鼓地從美國購買盡可能多的天然氣。而在俄羅斯入侵烏克蘭後，中國幾乎停止了購買美國天然氣，轉而增加來自俄羅斯的採購量。 但俄烏戰爭已令上述美中能源貿易陷入停頓。在俄羅斯入侵烏克蘭後，歐洲的響應是承諾將削減對俄羅斯天然氣的進口。隨著歐洲國家爭相尋找其他進口來源以填補俄氣缺口，美國的液化天然氣成為屈指可數的替代選擇之一，導致天然氣價格飆升至歷史最高點。 與此同時，中國經濟放緩，抑制了能源需求，這是中國對美國液化天然氣需求減少的原因之一。另一個原因則是中國可以從俄羅斯獲得更便宜的天然氣，在俄烏戰爭爆發後的幾周內，中國買家以低於市場價的水準大肆採購俄羅斯液化天然氣。 這些變化並不僅限於天然氣市場。中國5月份從俄羅斯進口的石油同比激增55%，俄羅斯超越沙烏地阿拉伯，成為中國最大的石油供應國。由於一些國家因俄烏戰爭而削減了俄能源進口，俄羅斯一直在大幅折價銷售石油。 俄烏戰爭正以種種形式重塑全球能源流動，其中最重要的或許是，這場戰爭迫使俄羅斯在被西方日益孤立的情況下，更多地依賴中國提供經濟支持。 4月份，俄羅斯總統普京指示俄能源公司「逐步將我們的出口轉向快速成長的南方和東方市場」。上周，俄羅斯大幅削減了通過北溪（Nord Stream）管道輸送到德國的天然氣數量，恐將導致整個歐洲大陸的工廠和家庭在冬季來臨之前陷入困境。 相關報導,storm.mg
俄烏戰爭要怎麼結束？他指出「這些人」若敢站出來，普京馬上 ...,2022-03-11 12:06,根除一個狂人的政治後路，停止把俄羅斯和烏克蘭拖進戰爭深淵。如果把俄羅斯這次發動戰爭的理由攤開來，非常明顯不符合多數俄羅斯人的利益，只符合普京政權延續的貪欲。用一個國家加上一或多個鄰國來換一個統治者的政權延續，非常接近朝鮮的金氏王朝。加上直接言論管制人民對戰爭的發言，更像各種封閉社會如內化自我審查的中國，那種放棄作為正常國家的統治方式。 俄羅斯人民本來不需要為自己選出來的總統承擔這麼高的制裁，趁傷害還未太大，把一切甩鍋給普京個人決策，盡可能減少、縮短俄羅斯人民需要承受的制裁代價。 思考愉快。 賣過歷史小說《矯情之家》、出版過科幻小說《全面屍控之謎》、準備出版社會寫實小說《韓式偶像包袱》，正在寫政治寓言《深層賭博》。能研究的題材就能寫。 但寫過的 non-fiction 還是遠多於 fiction。 責任編輯／邱劭霽 相關報導,storm.mg
有內奸是亡國第一步！「俄烏戰爭」呂秋遠給台灣人10點啟示,2022-02-25 10:56,俄羅斯侵略烏克蘭，對於許多台灣人來說，應該覺得很遙遠、陌生，卻又有說不出來的唇亡齒寒感。遙遠，是真的很遠，就算只轉機一次，到首都基輔也要16小時。陌生，大多數人只知道瑞莎來自烏克蘭，那麼，說不出來的唇亡齒寒感呢？ 烏克蘭，歷史上被稱為基輔羅斯的邊境。雖然就領土規模來說，是歐洲第二大國，但是俄羅斯從來就沒有把烏克蘭當作是獨立國家，即使在獨立以後，俄羅斯人開口閉口也總是把烏克蘭人稱作血濃於水的斯拉夫兄弟，總是宣稱烏克蘭是俄羅斯不可分割的神聖領土，也是大俄羅斯的一部分。 在獨立以後，烏克蘭開始推行「去俄羅斯化」，包括推行烏克蘭文，去除俄文影響，規定所有俄文著作都要有烏克蘭文翻譯等等，引起俄羅斯非常不滿。就在2013年，烏克蘭選出了一名親俄羅斯的總統，拒絕簽署跟歐盟的貿易協定，引發國會彈劾他下台，總統潛逃到俄羅斯，也引發俄羅斯震怒，決定拿回烏克蘭的克里米亞這個地區。 接下來，就是北約組織了。北約，是冷戰時期歐洲與美國成立的共同防禦組織，以前用來對抗蘇聯為首的華沙公約組織。蘇聯瓦解以後，北約不斷吸收華沙組織的東歐成員，這兩年來，竟然開始想要吸收烏克蘭，引發俄羅斯更為不安。俄羅斯覺得烏克蘭是同文同種的兄弟，怎麼可以加入這個組織？ 而北約，在川普時期，就已經跟美國關係不好，即使拜登就任以後，也還在修復中，就讓俄羅斯不爽之餘，有機會可趁。俄羅斯又是歐洲天然氣的主要供應國，德國特別需要這些能源，不敢得罪俄羅斯，於是俄羅斯認為北約積弱不振、歐洲各國能源短缺，是開戰的時候了。 1.不斷鼓吹不同國家卻同文同種的人，大致上都不懷好意。 2.不要過於相信國際社會，他們很多的所謂支持，都是說說而已。 至於誰是內奸，看看他們平常的表現就會知道。 4.起初，敵人會要你認錯，其次，敵人會要你跪著認錯，最後，敵人不需要你認錯，會直接屠殺。 5.屈辱之後，還是要面對戰爭，所以一開始就要站著，讓對方知道我們會寧死不屈。 7.每個國家都有自己的利益，他們選邊站的理由，往往不是為了公平正義，而是為了自己而已。 8.中國不敢承認克里米亞是俄羅斯的，也還沒承認頓內茨克、盧甘斯克是獨立國家，因為中國沒辦法解釋，為什麼台灣不是中國的。 9.好好珍惜我們現有的一切，不要讓任何人、任何國家，改變我們的生活方式。 10.烏克蘭加油！別輸給侵略者！ 本文經授權轉載自 臉書 責任編輯／邱劭霽 相關報導,storm.mg
觀點投書：烏俄戰爭，不是台海衝突的範本 - 風傳媒,2022-03-17 06:10,烏俄戰爭正邁入第三周，國內外輿論不免將「今日的烏克蘭」與「明日的台灣」相提並論。雖然台灣與烏克蘭都被身旁的專制大國視為其不可分割的一部分，也因此成為「西方民主世界」與中俄「威權聯盟」衝突的導火線之一， 俄羅斯今日對於北約擴張的恐懼與論述皆源自於蘇聯解體與兩德統一時美俄雙方高層對北約後續發展的含糊溝通。從蘇聯最後一任總書記戈巴契夫（Mikhail Gorbachev）一路到今日的普廷 (Vladimir Putin) ，俄國領導人一致認為西方曾經答應「北約不會東擴」。戰事爆發幾個月前的幾輪談判仍無法在此取得共識。反觀，美國與中國對彼此紅線的認知已在中美三個聯合公報和台灣關係法中建立。 同時，美國與北約也曾表達沒有協防烏克蘭的義務。美軍注意力轉往印太更讓俄國有機可乘。在此層面上，美國對烏克蘭始終保持戰略清晰。儘管北約仍堅持未來納入烏克蘭的可能性，但此種「戰略模糊」反而觸碰俄羅斯紅線。相對而言，美國雖然也在台海議題保持戰略模糊，此模糊地帶卻建立在中美雙方的某種共識上。 蘇聯解體十年內，俄羅斯分別討伐車城與喬治亞。雖然最後都以勝利告終，但俄國內外都明顯注意到後蘇聯的俄軍裝備落後、狼狽不堪。因此，俄軍在 2008 年後展開一系列軍事改革。2014 年克里米亞事件可以說是俄軍現代化的轉捩點：與之前相比，配有先進裝備的俄軍有效地搭配資訊戰、電子戰等其他非傳統元素發動一場現代「閃電戰」。 突如其來的攻勢讓烏克蘭守軍迅速投降，俄軍也火速拿下克里米亞半島與進軍東烏克蘭。隨後，西方軍事觀察家如臨大敵，對俄羅斯的「混合戰爭」(hybrid warfare) 展開一系列研究。美軍也隨之對自身混合戰能力展開檢討。 相較於 2014 年派出的少量菁英特戰部隊，俄方此次派出大量經驗與裝備參差不齊的徵兵部隊。雖然俄國成功研發多種先進裝備與武器，但俄羅斯軍工業面臨量產困難。因此，俄軍過去曾展示的種種無人武器平台在本次戰役中幾乎沒有角色。前線觀察也指出，俄軍甚至必須使用未加密的手機連上烏克蘭行動網路進行戰場通訊，造成情資大量外流。 相關報導,storm.mg
梅克爾談俄烏戰爭：不後悔對普京的外交，不讓烏克蘭加入北約 ...,2022-06-08 14:08,俄烏戰爭導致德國改變十多年來對俄羅斯的綏靖外交政策，德國內部出現檢討聲浪，認為前總理梅克爾誤判與俄羅斯深化經濟交流的風險，加深德國對俄羅斯能源的依賴，可能是導致普京自信開戰、不畏德國加入民主國家制裁的原因。 《衛報》（The Guardian） ，面對俄烏戰事使16年政績蒙上陰影，她在柏林人劇院（Berliner Ensemble theatre）接受採訪時說：「如果要我說『與那個人（普京）溝通沒有意義』我會非常難過……雖然（外交）沒有奏效是大悲劇，但我不會責怪自己的努力。」梅克爾在任期間很少有如此直率的發言。 當被問及是否後悔在2008年反對美國主導的烏克蘭和喬治亞加入北約計劃，梅克爾說：「過去的烏克蘭不是我們現在所認識的那樣，烏克蘭曾經四分五裂……甚至改革勢力的季莫申科（Yulia Tymoshenko）和尤申科（Viktor Yushchenko）也意見相左。這意味著它曾不是一個堅定民主國家。」 2014年和2015年，為平息烏東地區分離主義勢力與政府軍的衝突，由法國、德國、俄羅斯和烏克蘭組成的「諾曼第模式」談判，達成了前後兩份《明斯克協議》。但該協議非但沒有維持雙邊停火狀態，還被烏克蘭國內批評，因為俄羅斯堅持認為它不是參與衝突的一方，因此不受其條款的約束。 梅克爾在7日晚間受訪時為這些協議辯護，稱《明斯克協議》至少為烏克蘭贏得了緩衝時間，「它平息了這件事，為烏克蘭爭取發展成為現在這個國家的時間。」她並讚賞了烏克蘭總統哲連斯基（Volodymyr Zelenskiy）在戰時展現的領導能力，稱他代表了這一個新的烏克蘭。 相關報導,storm.mg
觀點投書：烏俄戰爭與華府忘記的一堂歷史課 - 風傳媒,2022-05-10 05:50,英國地緣政治之父麥金德 (Halford Mackinder) 曾經在上世紀初這樣大膽假設。透過中國的海岸線，原物料充沛的歐亞腹地將進一步取得太平洋的資源。統治世界的跳板近在咫尺。麥金德寫道：誰統治歐亞心臟地帶，便能統治歐亞大陸。誰統治歐亞大陸，便能統治全球。 隨著世界局勢的變遷，麥金德的理論歷經多次翻修，但其中心思想仍支配著西方的地緣政治觀。曾任美國國安顧問的布里辛斯基 (Zbigniew Brzeziński) 便在 1997 年的《大棋局》(The Grand Chessboard) 一書中闡述了美國全球外交戰略如何避免一個歐亞霸權的崛起。所謂「中俄聯盟」的陰影更在大西洋兩岸之間迴盪。 眼看俄羅斯已長達兩個月陷入烏克蘭的泥沼，「後冷戰」的國際秩序也逐漸步入尾聲。曾在 2020 年大選時宣稱俄國是美國「最大威脅」的美國總統拜登明顯透過國際制裁與各色援助，意圖徹底擊潰俄國的軍事、經濟與工業底氣，撼動該國二十年來立下的穩定基礎。烏克蘭只不過是一場棋局的陪葬品罷了，好讓美國能全心投入與中國的全面競爭。在美國這次「火力展示」下，原本「無上限」的中俄合作似乎也名存實亡。北京雖未加入對俄制裁，但也並未全力相挺。 事實上，西方口中的「中俄聯盟」並未瓦解，因為它從不存在。冷戰結束以來，中俄權力平衡逆轉，為兩國核武大國之間添了不少猜忌。2014 年克里米亞事件後，遭到制裁的俄國不得不拉近與中國的距離，但仍有所保留。與其說戰略合作，不如說是各取所需。莫斯科一方面與中國合作，卻一面暗示西方將自己視為西方制衡中國的潛在夥伴。去年六月，俄國總統普廷甚至投書德媒《時代週報》(Die Zeit) ，強調西方與俄國合作的必要性，但徒勞無功。 諷刺的事，華府一廂情願的拖垮俄國，反而為中國製造了一個千載難逢的戰略機遇。被開除「地球籍」而一蹶不振的俄羅斯將無可避免的淪為中國的衛星國，為其提供原物料與軍工業資源。俄國勢力淡出後的中亞也將讓一帶一路更加通行無阻。美國大搞印太戰略之際，歐亞腹地將成為中國式全球化的前進基地。上世紀陸權與海權的對立重新上演，但麥金德的「無稽之談」這次卻近在咫尺！ ＊作者任職於歐洲某智庫，長期觀察國際事務，作品經常發表於倫敦金融時報（Financial Times） 相關報導,storm.mg
烏克蘭戰爭》美國將是「俄烏戰爭」的最大贏家？專家揭拜登的 ...,2022-03-11 11:40,這原本會是一場悲劇，俄羅斯部隊快速入侵烏克蘭，奪下基輔並成立魁儡政權。白俄羅斯同時通過公投，允許俄羅斯駐軍並部署核武器。普京不止完成與白俄羅斯的結盟，並完全控制烏克蘭，成就他的俄羅斯帝國偉大復興。拜登在副總統任內，主導歐巴馬政府的多數外交政策，卻讓克里米亞半島被併吞，在總統任內又眼睜睜看著烏克蘭淪陷，已無法擺脫軟弱無能政客的歷史評價。歐洲國家面對來勢兇兇的俄羅斯帝國，手足無措，美國身為北約的領導者，只能將更多軍事資源投注到歐洲，結果分身乏術，無力在西太平洋與中國全力競爭，讓習近平進一步向外擴張，西太平洋國家人人自危。俄羅斯與中國步步進逼，舊有的國際秩序幾乎崩解。 這讓歐洲國家發現機不可失，積極提供各種武器與支援給烏克蘭，並開放本國人民加入自願軍前往烏克蘭助戰。甚至長期忌憚俄羅斯的芬蘭，都一改過去的中立政策，宣布要提供武器給烏克蘭，連永久中立國瑞士也加入金融制裁的行列。這些俄羅斯始料未及的連鎖反應，使普京的豪賭成為一場大災難，也讓拜登政府免於一敗塗地的歷史罵名。甚至讓美國站到極有利的位置，在對抗俄羅斯與中國的大國競爭中，從被動變為主動。因為烏克蘭每多撐一天，俄羅斯就繼續大失血一天，美國只要盡全力支援烏克蘭，讓澤倫斯基不要倒下，就能大幅削弱俄羅斯的國力。 拜登不斷重複表態不願意出兵烏克蘭的原因，說複雜很複雜，但說簡單也是很簡單。從自私一點的角度來說，拜登這種從冷戰走出來的政治人物，並不把烏克蘭當成盟友，畢竟烏克蘭從歷史、文化、地緣上來說，就是小俄羅斯沒錯。這場俄烏戰爭在許多人眼中，是斯拉夫兄弟的內戰。美國利用這場內戰，來削弱俄羅斯是一回事，但真正派兵介入這場戰爭又是另外一回事。更何況烏克蘭是中國重要的軍事技術來源國，美國過去長期施壓烏克蘭未果，對美國來說，烏克蘭並不是一個可靠的盟友。而就大戰略來說，如果美國出兵烏克蘭，不止會與俄羅斯短兵相接，造成兩個核武大國直接衝突，提高核子大戰的風險。萬一最後真的陷入戰爭泥淖，大批部隊被牽制在歐洲戰場，中國、北韓與伊朗都可能趁機蠢動，最後形成世界大戰。 相關報導,storm.mg
亓樂義觀點：俄烏戰爭對今後國際戰略格局的可能影響 - 風傳媒,2022-04-01 07:10,俄烏戰爭歷經1個多月後終於露出曙光。 對於最敏感的頓涅茨克、盧甘斯克和克里米亞的地位問題，雙方不列入談判協議內容而以單獨方式另做討論。烏方建議有關克里米亞的地位問題可以有15年的磋商期，可謂一大讓步，但最終還要訴諸於公投。烏克蘭總統澤連斯基（Volodymyr Zelenskyy）3月30日表明，凡涉及全民重大決定不能由1個人或一群有任何政見的人做出，而需由全體人民決定。這為今後俄烏協議的最終結果埋下伏筆。 假設俄烏雙方近期達成和平協議，西方對俄羅斯排山倒海的制裁是否隨之減緩或喊停，是下一步觀察國際戰略格局如何變化的重要指標。烏克蘭國防情報局局長布達諾夫（Kyrylo Budanov）3月27日在一份聲明中指出，俄羅斯總統普京（Vladimir Putin）正試圖分裂烏克蘭，從烏克蘭東部頓涅茨克和盧甘斯克下手，把烏克蘭一分而二，就像二戰後朝鮮半島被分成南北韓。為此烏克蘭將發動一場「全面游擊戰」，趕走俄軍以維護國家領土完整。 卡內基國際和平研究院核政策項目資深研究員趙通認為， 中國國務院參事室公共政策研究中心副理事長胡偉3月在《中美印象》網發表文章指出，有些輿論認為俄烏戰爭意味美國霸權的徹底崩塌，實際上並非如此，而是意欲擺脫美國的法、德等國又重新回到北約防衛框架。德國大幅度增加軍費預算，瑞士和瑞典等國放棄中立。「北溪二號」 天然氣管道被無限期擱置，歐洲對美國天然氣的依賴必然增加。 美國斯坦福大學知名學者福山（Francis Fukuyama）3月10日在《美國宗旨》（American Purpose）網站撰文對俄烏戰爭做出12項預測，最後一項就是 以上是某一方面的觀點。歷史的走向也許在1年內就能明朗，而「中國因素」可能更為重要。 ＊作者為資深媒體人，本文原刊《奔騰思潮》，授權轉載。 相關報導,storm.mg
俄烏戰爭會持續多久？謝金河揭關鍵：看這項走勢就可略知一二,2022-04-22 16:06,俄烏戰事持續延燒，戰火何時消停備受關注。財信傳媒董事長謝金河認為，俄烏之戰會持續多久，只要看盧布的走勢就可略知一二，如果盧布強勢，代表俄羅斯拿石油，天然氣換資金的力道仍強勁，戰爭可能還會持續很久。 謝金河說，戰爭一開打，俄羅斯股市率先休市，在美國及友好國家對俄羅斯展開空前經濟制裁的那一刻，盧布最慘跌到157兌1美元，戰爭之前，盧布約在68上下，戰爭後，盧布隨即出現崩潰式的大跌，股市當然也一蹶不振。 謝金河指出，這次美國對俄羅斯的經濟制裁，最具威力的是國際通滙機制SWIFT，也包括石油，天然氣禁運，同時涷結俄羅斯寡頭大亨資產，可說是招招致命。理論上，俄羅斯經濟從此將一蹶不振，股市重挫後就翻不起來，但盧布卻幾乎回到戰爭前的價位，盧布最高升至76左右，現在是82附近，也就是說，盧布比預期還強勁。 最後，謝金河認為，俄烏之戰會持續多久，只要看盧布的走勢就可略知一二，如果盧布強勢，代表俄羅斯拿石油、天然氣換資金的力道仍強勁，戰爭可能會持續很久。這樣的話，下一步看美國如何出牌？ 相關報導,storm.mg
俄烏戰爭台人怎麼看？網路聲量聚焦台美關係「疑美言論」占25%,2022-03-03 08:00,"俄羅斯對烏克蘭展開軍事行動，烏克蘭境內多處遭飛彈空襲，造成超過363名平民死亡。美國前總統川普近日公開警告，中國國家主席習近平將效法俄羅斯總統普京，台灣恐成為下一個被攻擊對象，一時之間使「今日烏克蘭，明日台灣」傳言甚囂塵上，但反對方批評這種說法恫嚇人民，行政院長蘇貞昌也公開表示，台灣地理位置重要，與中國有200公里海峽區隔，與烏克蘭不同，引發正反意見論戰。 
TPOC台灣議題研究中心透過QuickseeK快析輿情資料庫，分析普京宣布指示軍隊在烏克蘭東部頓巴斯地區展開特別軍事行動至今，網路討論無俄戰爭的輿論風向，並依照留言主題進行話題類聚。結果發現，烏俄戰爭引發台灣網友爆大量討論，在各社群平台、新聞網站創造超過100萬則留言，其中討論多聚焦在「台灣」，共約有25萬筆留言，其中「今日俄羅斯，明日中國」論調占16%，超越了「今日烏克蘭，明日台灣」的討論，網友多聚焦烏克蘭過去販售軍武給中國、中國認為俄羅斯不是侵略、自己的國家自己救等內容，不少人也藉由烏克蘭和俄羅斯衝突，提醒必須更加小心地防範中國。 
TPOC台灣議題研究中心指出，討論聲量最高的前三類分別是「今日俄羅斯，明日中國」、「烏克蘭加油」、「今日烏克蘭，明日台灣」等內容，占整體超過4成，但也有25.9%言論聚焦於「譴責美國不幫阿富汗和烏克蘭」、「認為美國不出兵烏克蘭也不會幫台灣」、「認為真正的惡魔是美國」，顯示「疑美論」仍然占不小的聲量。 TPOC台灣議題研究中心指出，蔡英文自2016年上任以來，持續拓展我國外交，在對美、日、歐洲等民主同盟國家關係中都有大幅進展，並不斷宣傳現在是台美關係最好的時刻，多次呼應美方立場強調台美關係「堅若磐石」。然而，每當有國際重大危機出現，例如去年美國宣布美軍撤離阿富汗，就引發不少「疑美論」、「美國不可信」的質疑聲浪。 而就這次網路輿情統計數字觀察，儘管「美國不可信」的論調非最大宗，但所占逾4分之1的比例也相當高，時值烏克蘭情勢嚴峻、國際社會密切關注台海局勢的此時此刻，不該忽視社會上這一股不小的聲浪，應該就國家安全策略議題作更充分的溝通。 相關報導",storm.mg
觀點投書：俄烏戰爭東西壁壘成形 - 風傳媒,2022-07-11 06:10,前言：俄羅斯普京曾揚言，三日內拿下基輔，但事實上陳戰至今已 而普京另一個盤算，是拉攏集權國家，這些集權國家領袖都有一個共通點，就是不要臉，不需要法治，個人利益遠遠超過國家利益。個人最重要工作就是竊取國家名器，盜取國家資源，然後讓自己或自己子子孫孫永遠霸佔統治位置。 而俄羅斯雖經過短暫民主，後來基本是處於民主反潮時期。俄羅斯民主已經只剩下形式民主而已，已不具備真正民主意涵。所以本質上，俄羅斯和中國、古巴、朝鮮等幾無兩樣。俄羅斯在這些國家中，無疑的還保有老大地位。而俄羅斯也打準主義，和西方的戰鬥，中國將必須在背後對俄羅斯進行一定程度挹注。俄國如果垮台，那麼誰來幫助這些國家對抗西方國家？因此，中國就算再不情願，也不能不撐住俄羅斯，因為這是無可逃避宿命。 美國從瓦解蘇聯後，把中國打造成世界工廠。但中國的經濟發展並不等於政治改革，共產黨將經濟和科技發展轉變成國家控制力道。區塊鏈、人臉辨識，社會信用制度，構成老大哥眼睛。只要觸犯共產黨禁忌，錢領不出來，車子無法搭，只能坐困死地。這種專制形態，不斷借用國家力道向外滲透，終於引起西方世界警惕，於是有「天下圍中」態勢。因此，俄羅斯存在可以分攤中國壓力，這是俄羅斯與中國必須相互支援的重大原因。雖然明的怕被毆美盯上，但私下則很難避免這種掛勾。 相關報導,storm.mg
G20外長會議東道主印尼籲俄烏戰爭盡快落幕| 國際 - 中央社,2022/7/8 13:58,（中央社印尼峇里島8日綜合外電報導）20國集團（G20）峰會今天在印尼峇里島（Bali）登場，輪值主席國印尼在這場俄羅斯外交部長也出席的會議中，呼籲盡快結束烏克蘭戰爭。 法新社報導，印尼外長勒特諾（Retno Marsudi）在峰會開幕式上說：「我們有責任盡早結束這場戰爭，並在談判桌上化解歧見，而非在戰場上。」 她說，這個世界才剛從COVID-19（2019冠狀病毒疾病）疫情中開始復甦，卻又馬上面臨另一場危機，也就是烏克蘭戰爭。 她說：「在糧食、能源和財政領域上，全球都感受到連鎖效應。一如以往，發展中國家與低收入國家首當其衝。」 印尼與美國關係友好，但也是「不結盟國家組織」（Non-Aligned Movement）的創始國之一。印尼先前曾呼籲結束烏克蘭戰爭，並未接受西方推動在政治和經濟上孤立莫斯科的作法。 印尼同意俄國外長拉夫羅夫（Sergei Lavrov）出席G20外長會議，但同時也邀請烏克蘭外長庫列巴（Dmytro Kuleba）。庫列巴將以視訊方式與會。 美國官員表示，國務卿布林肯（Antony Blinken）將拒絕個別會晤拉夫羅夫；兩人上次見面是今年1月在日內瓦，當時布林肯警告，俄國若入侵烏克蘭，將面臨嚴重後果。（譯者：陳怡君/核稿：李佩珊）1110708 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,cna.com.tw
終止烏俄戰爭烏克蘭盼中國扮演更顯著角色| 國際| 中央社CNA,2022/3/23 02:42,（中央社倫敦22日綜合外電報導）烏克蘭總統澤倫斯基（Volodymyr Zelenskiy）的幕僚長葉爾馬克今天表示，烏克蘭希望中國在終止烏俄戰爭上扮演更「顯著的角色」，並成為烏克蘭未來安全的保證者。 葉爾馬克（Andriy Yermak）也表示，他預期澤倫斯基和中國國家主席習近平「很快」就會對話，但未進一步說明。 中國是世界第二大經濟體，長久來一直在能源、貿易和安全上與俄羅斯締結更緊密的關係，也是烏克蘭最大貿易夥伴。中國一直抵拒西方國家要求它譴責俄國入侵烏克蘭的壓力。 葉爾馬克在英國智庫皇家國際事務研究所（Chatham House）舉辦的線上記者會表示：「截至目前，中國一直保持中立，如我先前所說，我們認為中國在終止這場戰爭和建立新全球安全體制上應該扮演更顯著的角色。」 葉爾馬克透過翻譯者表示：「我們也期待中國在這個新安全體制為烏克蘭做出有意義貢獻，並成為這個安全體制架構內的保證者之一。」 「我們給予中國最大的尊敬，並期待它在那個方面扮演主動的角色。」 在俄國入侵烏克蘭前，基輔當局即已表示希望列強提供安全保證，並稱現有的全球安全結構「幾已破碎」。（譯者：陳政一）1110323 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,cna.com.tw
